lakeid,trans,dist,setdate,coldate,daysout,trayweight,dw_tray,dw,fract_bgch,fract_smch,fract_simu,bgch,smch,simu,comments,comments.2
myv,hag,50,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,18,0,4 muscomorph,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,150,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,25,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,500,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,19,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,5,2008-07-08,2008-07-18,10,NA,NA,NA,1,1,1,0,284,0,18 bibionids,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,50,2008-07-08,2008-07-18,10,NA,NA,NA,1,1,1,0,184,0,30 bibionids,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,150,2008-07-08,2008-07-18,10,NA,NA,NA,1,1,1,0,102,0,17 bibionids,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,5,2008-07-08,2008-07-18,10,NA,NA,NA,1,1,1,0,1095.878449,0,"7 bibionids, 8 muscmorpha","There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,50,2008-07-08,2008-07-18,10,NA,NA,NA,1,1,1,0,1309.814879,0,"13 bibionids, 7 muscomorpha","There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,150,2008-07-08,2008-07-18,10,NA,NA,NA,1,1,1,0,328,0,"1 bibionid, 2 muscomorpha","There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,5,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,19,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,50,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,36,0,18 bibionids,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,150,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,4,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,500,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,7,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,5,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,263,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,50,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,165,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,150,2008-07-07,2008-07-18,11,NA,NA,NA,1,1,1,0,31,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel1,5,2008-07-10,2008-07-25,15,NA,NA,NA,1,1,1,0,20,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel1,50,2008-07-10,2008-07-25,15,NA,NA,NA,1,1,1,0,9,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel1,150,2008-07-10,2008-07-25,15,NA,NA,NA,1,1,1,0,15,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel1,500,2008-07-10,2008-07-25,15,NA,NA,NA,1,1,1,0,5,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel2,5,2008-07-10,2008-07-25,15,NA,NA,NA,1,1,1,0,18,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel2,50,2008-07-10,2008-07-25,15,NA,NA,NA,1,1,1,0,17,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel2,150,2008-07-10,2008-07-25,15,NA,NA,NA,1,1,1,0,4,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel2,500,2008-07-10,2008-07-25,15,NA,NA,NA,1,1,1,1,5,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,btl,5,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,1641.634649,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,btl,50,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,1187.565491,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,btl,150,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,467,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,flg,5,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,678,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,flg,50,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,1100.244499,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,flg,150,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,386,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,flg,500,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,130,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,5,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,1251.600885,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,50,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,310,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,150,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,112,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,500,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,48,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,5,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,1880.312027,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,50,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,2,1414.60007,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,150,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,6,1187.565491,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,5,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,5501.222494,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,50,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,273,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,150,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,2043.311212,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,5,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,361,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,50,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,326,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,150,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,6,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,500,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,70,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,5,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,1069.682152,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,50,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,796.3674467,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,150,2008-07-18,2008-07-26,8,NA,NA,NA,1,1,1,0,245,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,5,2008-07-26,2008-08-02,7,NA,NA,NA,1,1,1,0,3702.410059,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,50,2008-07-26,2008-08-02,7,NA,NA,NA,1,1,1,0,2043.311212,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,150,2008-07-26,2008-08-02,7,NA,NA,NA,1,1,1,0,1052.217953,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,flg,5,2008-07-26,2008-08-05,10,NA,NA,NA,1,1,1,0,401,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,flg,50,2008-07-26,2008-08-05,10,NA,NA,NA,1,1,1,0,404,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,flg,150,2008-07-26,2008-08-05,10,NA,NA,NA,1,1,1,0,41,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,flg,500,2008-07-26,2008-08-05,10,NA,NA,NA,1,1,1,0,17,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel1,5,2008-07-25,2008-08-05,11,NA,NA,NA,1,1,1,0,32,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel1,50,2008-07-25,2008-08-05,11,NA,NA,NA,1,1,1,0,16,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel1,150,2008-07-25,2008-08-05,11,NA,NA,NA,1,1,1,0,26,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel1,500,2008-07-25,2008-08-05,11,NA,NA,NA,1,1,1,0,24,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel2,5,2008-07-25,2008-08-05,11,NA,NA,NA,1,1,1,0,64,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel2,50,2008-07-25,2008-08-05,11,NA,NA,NA,1,1,1,0,27,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel2,150,2008-07-25,2008-08-05,11,NA,NA,NA,1,1,1,0,15,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel2,500,2008-07-25,2008-08-05,11,NA,NA,NA,1,1,1,0,3,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,5,2008-07-26,2008-08-06,11,NA,NA,NA,1,1,1,0,5099.545931,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,50,2008-07-26,2008-08-06,11,NA,NA,NA,1,1,1,5,5134.474328,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,150,2008-07-26,2008-08-06,11,NA,NA,NA,1,1,1,8,621,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,500,2008-07-26,2008-08-06,11,NA,NA,NA,1,1,1,7,467,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,btl,5,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,3527.768075,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,btl,50,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,2252.881593,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,btl,150,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,1193.38689,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,5,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,1519.38526,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,50,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,124,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,150,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,236,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,5,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,2104.435906,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,50,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,1122.074747,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,150,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,247,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,5,2008-07-26,2008-08-09,14,NA,NA,NA,1,1,1,0,5588.543486,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,50,2008-07-26,2008-08-09,14,NA,NA,NA,1,1,1,0,3807.19525,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,150,2008-07-26,2008-08-09,14,NA,NA,NA,1,1,1,0,2968.913727,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,500,2008-07-26,2008-08-09,14,NA,NA,NA,1,1,1,0,404,0,,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing data??,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing data??,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing data??,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing data??,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,btl,5,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,3,27,0,,
myv,btl,50,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,2,9,0,,
myv,btl,150,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,0,7,0,,
myv,kal,5,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,12,424,0,,
myv,kal,50,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,34,28,0,,
myv,kal,150,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,21,30,0,,
myv,non,5,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,28,1235,1,,
myv,non,50,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,64,46,2,,
myv,non,150,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,16,6,0,,
myv,flg,5,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,10,84,0,,
myv,flg,50,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,27,58,0,,
myv,flg,150,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,39,33,0,,
myv,flg,500,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,1,17,0,,
myv,vin,5,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,80,341,2,,
myv,vin,50,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,38,132,1,,
myv,vin,150,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,36,39,1,,
myv,skf,5,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,2,131,3,,
myv,skf,50,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,2,64,1,,
myv,skf,150,2009-05-23,2009-06-01,8,NA,NA,NA,1,1,1,1,79,1,,
myv,skf,500,2009-05-23,2009-06-01,8,NA,NA,NA,1,1,1,0,28,0,,
myv,hag,5,2009-05-24,2009-06-01,8,NA,NA,NA,1,1,1,0,15,13,,
myv,hag,50,2009-05-24,2009-06-01,8,NA,NA,NA,1,1,1,1,6,0,,
myv,hag,150,2009-05-24,2009-06-01,8,NA,NA,NA,1,1,1,0,13,0,,
myv,hag,500,2009-05-24,2009-06-01,8,NA,NA,NA,1,1,1,NA,NA,NA,"cup found on ground, wind?",
hel,hel1,5,2009-05-24,2009-06-07,14,NA,NA,NA,1,1,1,56,65,0,,
hel,hel1,50,2009-05-24,2009-06-07,14,NA,NA,NA,1,1,1,7,31,0,,
hel,hel1,150,2009-05-24,2009-06-07,14,NA,NA,NA,1,1,1,4,57,0,,
hel,hel1,500,2009-05-24,2009-06-07,14,NA,NA,NA,1,1,1,0,14,0,,
hel,hel2,5,2009-05-24,2009-06-07,14,NA,NA,NA,1,1,1,22,37,0,,
hel,hel2,50,2009-05-24,2009-06-07,14,NA,NA,NA,1,1,1,21,73,0,,
hel,hel2,150,2009-05-24,2009-06-07,8,NA,NA,NA,1,1,1,2,23,0,,
hel,hel2,500,2009-05-24,2009-06-07,8,NA,NA,NA,1,1,1,2,18,0,,
myv,btl,5,2009-06-01,2009-06-09,8,NA,NA,NA,1,0.05726,1,181,213,3,,
myv,btl,50,2009-06-01,2009-06-09,8,NA,NA,NA,0.2863,0.11452,1,234,377,2,,
myv,btl,150,2009-06-01,2009-06-09,8,NA,NA,NA,1,0.17178,1,340,304,1,,
myv,kal,5,2009-06-01,2009-06-09,8,NA,NA,NA,1,0.11452,1,56,336,0,,
myv,kal,50,2009-06-01,2009-06-09,8,NA,NA,NA,1,0.11452,1,348,296,0,,
myv,kal,150,2009-06-01,2009-06-09,8,NA,NA,NA,0.2863,0.11452,1,209,228,0,,
myv,non,5,2009-06-01,2009-06-09,8,NA,NA,NA,0.05726,0.05726,1,17,892,2,,
myv,non,50,2009-06-01,2009-06-09,8,NA,NA,NA,0.33705,0.11235,1,210,254,0,,
myv,non,150,2009-06-01,2009-06-09,8,NA,NA,NA,1,0.40082,1,426,241,0,,
myv,flg,5,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,33,159,0,,
myv,flg,50,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,58,130,1,,
myv,flg,150,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,61,53,0,,
myv,flg,500,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,7,19,0,,
myv,vin,5,2009-06-01,2009-06-09,8,NA,NA,NA,0.45808,0.11452,1,273,390,2,,
myv,vin,50,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,204,540,12,,
myv,vin,150,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,191,196,10,,
myv,skf,5,2009-06-01,2009-06-09,8,NA,NA,NA,1,0.05726,1,88,220,16,,
myv,skf,50,2009-06-01,2009-06-09,8,NA,NA,NA,1,0.17178,1,121,222,5,,
myv,skf,150,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,83,399,1,,
myv,skf,500,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,17,67,0,,
myv,hag,5,2009-06-01,2009-06-09,8,NA,NA,NA,1,0.02247,1,183,269,3,,
myv,hag,50,2009-06-01,2009-06-09,8,NA,NA,NA,0.22904,0.05726,1,270,301,0,,
myv,hag,150,2009-06-01,2009-06-09,8,NA,NA,NA,0.45808,0.11452,1,216,237,4,,
myv,hag,500,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,478,61,35,,
myv,btl,5,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.05726,1,90,0,0,,
myv,btl,50,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.05726,1,296,340,2,,
myv,btl,150,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.11452,1,140,365,7,,
myv,kal,5,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.05726,1,38,318,0,,
myv,kal,50,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.11452,1,116,350,3,,
myv,kal,150,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.05726,1,201,211,0,,
myv,non,5,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.05726,1,49,224,0,,
myv,non,50,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.05726,1,159,206,2,,
myv,non,150,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.11452,1,215,252,3,,
myv,flg,5,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,3,127,1,,
myv,flg,50,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,14,242,1,,
myv,flg,150,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,12,70,0,,
myv,flg,500,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,1,36,1,,
myv,vin,5,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.05726,1,127,208,10,,
myv,vin,50,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,66,491,13,,
myv,vin,150,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,41,163,21,,
myv,skf,5,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.22904,1,36,265,27,,
myv,skf,50,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,45,415,20,,
myv,skf,150,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,22,120,8,,
myv,skf,500,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,7,18,2,,
myv,hag,5,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.05726,1,129,310,19,,
myv,hag,50,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.11452,1,186,259,23,,
myv,hag,150,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.11452,1,141,236,10,,
myv,hag,500,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,36,483,33,,
hel,hel1,5,2009-06-07,2009-06-22,15,NA,NA,NA,1,1,1,8,149,12,,
hel,hel1,50,2009-06-07,2009-06-22,15,NA,NA,NA,1,1,1,0,55,39,,
hel,hel1,150,2009-06-07,2009-06-22,15,NA,NA,NA,1,1,1,3,26,6,,
hel,hel1,500,2009-06-07,2009-06-22,15,NA,NA,NA,1,1,1,0,14,4,,
hel,hel2,5,2009-06-07,2009-06-22,15,NA,NA,NA,1,1,1,6,277,4,,
hel,hel2,50,2009-06-07,2009-06-22,15,NA,NA,NA,1,1,1,15,161,30,,
hel,hel2,150,2009-06-07,2009-06-22,7,NA,NA,NA,1,1,1,2,28,84,,
hel,hel2,500,2009-06-07,2009-06-22,7,NA,NA,NA,1,1,1,1,20,25,,
myv,btl,5,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,1,151,3,,
myv,btl,50,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,2,85,2,,
myv,btl,150,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,5,103,0,,
myv,kal,5,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,4,259,2,,
myv,kal,50,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,17,42,4,,
myv,kal,150,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,13,68,1,,
myv,non,5,2009-06-16,2009-06-23,7,NA,NA,NA,1,0.2863,1,2,222,0,,
myv,non,50,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,8,83,5,,
myv,non,150,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,9,47,3,,
myv,flg,5,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,3,72,3,,
myv,flg,50,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,5,85,0,,
myv,flg,150,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,3,37,1,,
myv,flg,500,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,3,8,0,,
myv,vin,5,2009-06-16,2009-06-23,7,NA,NA,NA,1,0.22904,1,2,234,10,,
myv,vin,50,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,7,122,11,,
myv,vin,150,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,10,33,0,,
myv,skf,5,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,0,681,15,,
myv,skf,50,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,1,160,12,,
myv,skf,150,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,1,26,7,,
myv,skf,500,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,1,20,4,,
